x, y
1105.261842582064, 22.981062436142153
1194.3670419472942, 24.683779909232754
1310.9497807044945, 26.984325621549697
1416.549000987142, 29.37658902080677
1543.3280435842007, 32.075845299666554
1639.593147484037, 34.13687953935227
1738.8946506891252, 36.192686346103585
1865.0739107073687, 38.76933556159263
2000.9246648090066, 41.14068922911205
2140.4490872058877, 43.72399154106307
2252.6459158555026, 45.74083021139422
2369.003736145647, 47.70301844650197
2494.3957815291956, 49.74646950268104
2607.6797161029126, 51.666363053137644
2703.6074423021655, 53.17328940177574
2801.1095977708083, 54.64124761399368
2930.512689150183, 56.641928764345735
3074.0856439540667, 58.70153734050389
3214.2098489297628, 60.627608766246624
3345.674692923815, 61.73772543304529
3433.7677591872944, 63.21091107819764
3535.168501418236, 64.28538615680714
3685.0391732996786, 65.84173550773423
3817.928500918417, 67.17853267541602
4026.9527296355072, 69.0195395106806
4304.914468505167, 71.23597107487109
4510.340001749366, 72.91587793152063
4711.754488997738, 74.28689102386403
4888.84029539292, 75.4920519258338
5105.474265578728, 76.84643227702226
5359.107323595196, 77.96605336733805
5571.467842906946, 78.71642760401403
5805.083157355459, 78.943583326073
6014.444763773132, 78.72213025812431
6185.120393857227, 77.9836365508447
